LOAD_TYPE,OPR_DT,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,HE25,date,
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20977,20353,20037,20188,20897,22731,25389,26379,27066,27480,27629,27539,27387,27264,26868,26881,27481,30061,29608,29165,28045,26102,23697,21940,,2/23/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21488,20812,20483,20581,21271,23153,25629,26712,27443,27909,27998,27891,27722,27496,27445,27582,28526,30368,30230,29514,28210,26662,24625,22646,,2/24/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21602,20996,20775,21052,22111,24230,26632,27563,27846,27687,27665,27345,27072,26756,26478,26247,26707,29449,30663,30088,29008,27036,24488,22834,,2/25/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19899,19421,19171,19409,20455,22322,24920,26118,26880,27609,27727,27545,27266,27125,26813,26640,26989,29808,29937,29259,28170,26133,23688,22081,,2/26/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20456,19753,19388,19356,19654,20329,20626,21438,22343,22830,22959,22847,22733,22566,22552,22725,23566,26835,27464,26962,25960,24361,22422,21005,,2/27/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21904,21287,21032,21294,22407,24426,26674,27449,27634,27707,27639,27238,26928,26599,26156,25939,26412,28682,30165,29701,28555,26392,24177,22718,,2/28/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21500,20689,20213,20134,20396,21058,21348,22380,22710,23045,23034,22695,22496,22198,22027,22253,23226,26287,27392,27106,26348,24929,23211,22063,,3/1/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20709,20182,20020,19909,21013,22816,24718,25752,26545,27344,27818,27924,28006,28189,27832,27309,27091,27929,29612,28952,27693,26012,23834,22320,,3/2/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20395,19751,,19409,19386,19814,20522,20806,21649,22598,23156,23357,23587,23385,23546,23412,23732,24532,25745,27452,26795,25198,23031,21473,,3/3/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20752,20327,19706,19740,20542,22057,24867,25716,26488,27042,27439,27896,27970,28202,28055,27874,27535,27576,28227,29476,28437,26746,24348,22185,,3/4/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21189,20537,20206,20323,21225,23066,25077,26063,26574,26966,27134,27070,26848,26577,26290,26067,26208,28016,29448,28850,27715,26006,23828,22224,,3/5/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20942,20215,19825,19775,20045,20923,21420,22453,23478,24042,24247,24039,23669,23309,23065,22951,23228,24723,26722,26214,25374,24159,22513,21320,,3/6/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21215,20571,20310,20467,21400,23052,25200,26106,26510,26718,26829,26859,26822,26699,26370,26057,26000,27518,28565,27868,26844,25386,23436,22158,,3/7/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20815,20160,19735,19577,19596,20204,21080,21408,22501,23576,24164,24404,24300,24128,23945,24086,24464,25310,26636,27739,26981,25276,23188,21417,,3/8/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21097,20712,20302,19977,20583,22162,25209,26139,26687,27271,27572,27611,27569,27483,27206,26858,26638,26506,27323,29175,28343,26805,24300,22471,,3/9/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21650,20900,20625,20814,21732,23471,25723,26726,27145,27476,27594,27312,27215,26936,26579,26490,26853,29153,29999,29385,28171,26236,24090,22275,,3/10/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20272,19548,19177,19059,19217,19869,20057,21103,21936,22732,23231,23338,23307,23207,22965,23013,23923,26205,27236,26749,25677,24247,22339,20692,,3/11/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21185,20542,20353,20535,21266,23023,25196,26153,26471,26953,27081,27044,26722,26664,26240,25981,26015,27513,29385,28799,27650,25647,23442,21982,,3/12/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19863,19340,19184,19372,20246,21806,24094,25329,26282,26691,26923,26719,26644,26335,26034,25827,26153,28263,29697,29198,27869,25620,23486,22010,,3/13/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21098,20568,20127,20356,21116,22874,24878,26198,26896,27368,27413,27368,27386,27235,26713,26138,25953,26995,28584,27831,26826,25472,23498,21980,,3/14/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21686,20826,20448,20342,20525,21071,22186,22425,23581,24540,24949,24864,24676,24306,23881,23728,23727,24131,25400,26735,26134,25154,23444,21541,,3/15/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20552,20136,19960,20028,20641,22285,25208,26311,26810,27352,27593,27335,27076,26476,26199,25687,25529,25822,26825,29001,28327,26502,24122,22125,,3/16/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21361,20902,20500,20667,21197,22716,25777,26462,26968,27316,27427,27382,27302,27077,26917,26568,26159,26016,26783,28583,27786,26230,23887,22433,,3/17/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20926,20145,19744,19654,19963,20618,20936,22073,22751,23433,23692,23729,23660,23473,23192,23055,23455,25211,26568,25928,25126,23994,22512,21280,,3/18/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21103,20562,20186,20377,21074,23121,24959,25826,26324,26912,27237,27389,27433,27476,27502,26920,26671,27675,29446,28723,27481,25795,23601,21849,,3/19/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20314,19505,19143,19281,20269,21718,24775,25719,26587,27140,27486,27666,27920,27918,27465,27079,26638,26685,27542,29217,28155,26503,24158,21996,,3/20/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21445,20836,20387,20506,20967,22320,25266,26144,26700,27104,27386,27419,27298,27138,26913,26409,25905,25794,26602,28131,27396,26163,24137,22385,,3/21/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20553,19751,19642,19642,20226,21648,23343,24645,25514,26218,26794,26976,27319,27518,27356,27015,26654,26312,26331,28394,27607,25925,23737,22086,,3/22/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20267,19650,19464,19702,20677,21979,24624,25613,26264,26629,26766,26579,26477,26096,25560,25344,25207,25295,25942,28261,27697,25701,23444,22068,,3/23/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21440,20594,20151,20167,20500,21969,23993,25149,26344,27417,28340,28918,29516,29932,30098,30247,30128,29504,29017,30577,29541,27317,24670,22987,,3/24/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20448,19626,19132,18946,19040,19451,19367,20235,21015,21745,22237,22398,22352,22235,22193,21903,22188,22739,23455,26053,25708,24290,22307,20793,,3/25/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20857,20150,19765,19640,19869,20283,20462,21489,21670,22238,22314,22303,22177,22004,21921,21943,22208,22736,23531,26237,26221,24629,22424,21202,,3/26/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20987,20297,19954,20032,20827,22205,24501,25437,26119,26745,27229,27311,27814,28064,28089,27811,27537,27193,27269,29184,28324,26178,23803,22527,,3/27/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21602,20845,20514,20677,21324,22622,25801,26538,26710,26703,26714,26301,26210,25905,25596,25324,25193,25682,26766,28766,28057,26397,23907,22776,,3/28/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,19948,19313,19067,19185,19784,20984,23081,24321,25221,25996,26687,27013,27271,27500,27672,27503,27433,27097,26995,28934,28091,26172,23673,21816,,3/29/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21112,20355,19986,20053,20746,22482,24021,25195,25774,26360,26661,26741,26588,26268,25828,25559,25411,25868,26332,28571,27896,26160,24350,22669,,3/30/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21701,20958,20706,20823,21676,23109,24870,25896,26384,26647,26718,26520,26269,25945,25561,25108,24903,24923,25381,27511,27337,26264,24565,23179,,3/31/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20966,20561,20284,20411,21355,22753,25364,26096,26315,26711,26817,26913,26789,26920,26666,26312,25982,25858,26245,28423,27639,25806,23401,21825,,4/1/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21326,20481,20014,19989,20150,20848,21741,22577,23235,24155,24497,24315,23807,23310,23010,22803,22874,23335,24402,26067,25596,24436,22788,21484,,4/2/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21706,20967,20645,20861,21655,23155,25806,26956,27213,27547,27545,27448,27249,26918,26549,26180,26031,26883,27850,28960,28020,26424,24084,22237,,4/3/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22009,21182,20861,20827,21151,21925,22385,23118,23673,24045,24040,23836,23524,23087,22661,22612,22577,22903,23600,26110,25789,24859,23173,21768,,4/4/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20619,19854,19780,19625,19717,20098,20523,20860,21596,22302,22646,22572,22455,21998,22017,22084,22370,23050,24162,26256,25693,24397,22555,20991,,4/5/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20923,20245,19934,19854,20723,22501,24117,25231,26134,26649,26957,26927,26788,26578,26420,26212,25847,25651,26181,28503,27685,25978,23557,22196,,4/6/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21495,20812,20449,20531,21146,22527,25348,26298,26854,27148,27166,26841,26504,26202,25535,25091,24828,24846,25585,27412,26805,25476,23718,22460,,4/7/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21813,20844,20280,20124,20385,21468,23270,24623,25909,27235,28321,29134,29775,30312,30596,30440,30100,29215,28370,29671,28771,27230,24816,22839,,4/8/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21479,20417,19738,19502,19676,20194,20768,21670,22962,23336,23978,24077,24027,23668,23367,23311,23279,23408,24190,26006,25873,24660,22796,21697,,4/9/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21504,20856,20358,20502,21196,22553,25577,26750,27166,27666,28017,27900,27635,27388,26971,26739,26697,26907,27899,29316,28463,26536,23959,22615,,4/10/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21346,20674,20218,20348,21127,22215,23979,25241,26160,26916,27326,27559,27833,27949,27811,27683,27432,27062,26628,28169,27714,26285,24297,22143,,4/11/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20890,19936,19389,19362,19730,19903,20372,21584,22838,23952,24669,25155,25469,25651,25805,26056,26231,26238,25993,27537,27180,25892,23895,21872,,4/12/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21462,20904,20523,20652,21353,22340,24089,25499,26411,26954,27623,27761,27828,27798,27435,27185,27023,26707,26714,28826,28400,26733,24171,22077,,4/13/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21386,20551,20101,19953,20141,20825,21091,22258,22995,23890,24275,24369,24021,23688,23514,23397,23391,23709,23967,26150,26262,25234,23499,21592,,4/14/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21466,20635,20385,20287,20996,22347,24397,25457,25964,26429,26442,26515,26414,26469,26232,26160,25835,25654,26166,28531,28224,26422,23976,22233,,4/15/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21401,20679,20272,20301,21168,22600,24266,25707,26545,27304,27792,27834,27718,27802,27552,27054,26922,26744,26555,28315,28412,26848,24370,22542,,4/16/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20945,20342,20051,20239,20815,22858,24282,25691,26156,26382,26668,26693,26467,26462,26231,26045,25791,25642,25903,28245,27854,26119,24029,22054,,4/17/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21685,20955,20971,21006,21739,22674,24465,25880,26790,27498,27873,27870,27714,27533,27166,26929,26495,26105,25837,27358,27779,26540,24467,22382,,4/18/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21752,21012,20529,20577,21347,22306,24169,25621,26507,27309,27613,27772,27452,27334,27122,26866,26573,26205,26282,28111,28182,26616,24216,22069,,4/19/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21276,20719,20331,20322,21087,21857,23122,24824,25789,26446,26882,26883,26648,26309,26141,25822,25571,25415,25423,27360,27263,25995,23963,22008,,4/20/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21490,20740,20338,20405,21297,22209,24016,25546,26472,27488,27943,28340,28601,28707,28899,28862,28462,28033,27629,29107,29114,27431,24624,22866,,4/21/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21003,20081,19615,19399,19531,19890,19946,20966,21529,22215,22594,22537,22330,22036,21799,21634,21759,22061,22581,24851,25131,24021,22145,20747,,4/22/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21670,20938,20564,20564,21200,22384,24341,25983,27152,28018,28850,29076,28879,28952,28895,28695,28254,27850,27324,28919,29263,27271,24802,22582,,4/23/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21340,20923,20396,20201,20422,20806,21143,22302,23001,23930,24418,24513,24473,24079,23857,23927,24063,24234,24337,26109,26406,25441,23620,21770,,4/24/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21247,20541,20249,20340,21199,22375,24376,25644,26452,27097,27246,26900,26699,26440,26125,25876,25553,25473,25834,28308,27971,26340,23917,22489,,4/25/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20159,19585,19308,19406,20274,21471,23363,25082,26354,27197,27638,27722,27622,27567,27374,26945,26716,26444,26306,28245,28052,26588,24044,22268,,4/26/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20256,19748,19524,19723,20672,21887,24140,25459,26199,26615,26759,26736,26642,26541,26255,25996,25735,25663,25869,28235,27684,25977,23514,21708,,4/27/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20728,20046,19755,19943,20382,21829,23743,25595,26696,27468,27898,28004,27996,27932,27406,27106,26968,26940,27121,28886,28476,26561,24346,22372,,4/28/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21156,20255,19680,19413,19366,19375,19282,20448,21187,22243,22896,23421,23693,23922,24130,24294,24546,24715,24845,26881,26397,24750,22610,21150,,4/29/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21208,20934,20457,20481,21219,22433,24163,25767,26688,27346,27923,27982,27940,27833,27693,27284,26942,26794,26921,29037,28565,26951,24424,22466,,4/30/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22863,22027,21612,21344,21432,22192,23569,25546,26815,28132,29509,30496,31199,32073,32746,33216,33401,32976,32039,31561,32128,30668,27848,25043,,5/1/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21914,21173,20778,20384,20309,20576,20625,21309,22264,22664,23029,23149,23102,22956,22868,22749,22747,22921,23295,24264,25977,25472,23594,22135,,5/2/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22491,21570,21046,20897,21331,21972,23724,25743,26723,27739,28417,28874,28909,29218,29343,29434,29270,29023,28517,28623,29845,28813,26261,24067,,5/3/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22794,21847,21242,21072,21483,22132,23639,25581,26753,27747,28678,29208,29103,29293,29152,28879,28530,27951,27276,27531,28849,28116,26098,23886,,5/4/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21475,20805,20304,20148,20549,21449,22621,24593,25634,26559,27249,27612,27628,27779,27623,27597,27258,26811,26298,26303,27836,27353,25448,23356,,5/5/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20979,20217,19828,19791,20391,21677,23177,25028,26129,26827,27379,27443,27320,27384,27145,26946,26739,26522,26454,27068,28540,27560,25211,23021,,5/6/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22555,21646,20935,20588,20640,21084,21462,22565,23372,24201,24803,24811,24784,24528,24163,23972,23923,23933,24076,25194,26767,26075,24494,22758,,5/7/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22246,21317,20779,20675,21179,21987,23670,25668,26629,27368,28040,28347,28255,28236,28215,28127,27986,27652,27250,27802,29376,28448,25945,23563,,5/8/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20915,20131,19732,19709,20276,21301,22815,24729,25645,26182,26709,26899,26773,26800,26564,26421,26385,26372,26472,27226,28536,27339,25137,23036,,5/9/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22057,21123,20645,20480,20899,21865,23473,25487,26443,27192,27740,27863,27647,27799,27609,27416,27169,26830,26536,27074,28884,27963,25658,23291,,5/10/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21833,20815,20244,19937,19833,20140,19970,20834,21579,22399,23069,23353,23336,23149,22819,22636,22732,23122,23470,24276,26256,25637,23762,21876,,5/11/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21853,21036,20535,20415,20842,21812,23553,25576,26407,27061,27452,27468,27170,27140,26888,26728,26500,26183,25949,26411,27845,27211,24947,22614,,5/12/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23502,22415,21678,21355,21655,22205,23499,25522,26636,27724,28943,29610,29850,30276,30465,30474,30267,29603,28755,28570,29474,28447,26482,24282,,5/13/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21326,20768,20247,20128,20631,21846,23189,25143,25926,26627,27172,27434,27383,27522,27338,27242,26985,26666,26269,26734,28200,27553,25215,22817,,5/14/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,20810,20411,20029,20221,20590,21328,22656,24759,26037,27218,28113,28815,29167,29569,29747,29856,29835,29433,28823,28992,29959,28502,26043,23562,,5/15/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21384,20673,20047,19709,19678,19952,19894,20575,21371,22431,23182,23309,23538,23682,23811,24008,24316,24639,24911,25553,26938,26072,23924,21782,,5/16/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22183,21481,21183,21043,21262,21867,23303,25194,26337,27462,28614,29430,29922,30741,31221,31576,31584,31115,30351,30122,31025,29730,27035,24309,,5/17/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23364,22317,21714,21406,21722,22462,23797,25841,27261,28356,29790,30836,31484,32452,33016,33424,33427,32740,31577,31046,31644,30043,27168,24600,,5/18/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22831,21887,21145,20835,21101,21579,21715,22271,23630,24223,24740,24987,24995,24953,24977,25076,25131,25185,25244,25982,26872,26035,24579,22958,,5/19/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21908,21021,20545,20403,20900,21747,23754,25807,26656,27434,28020,28090,27786,27793,27230,26768,26664,26561,26653,27677,28779,27551,25204,22956,,5/20/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21556,20637,19931,19549,19521,19696,19535,19892,21033,22051,22809,23204,23292,23383,23380,23490,23629,23938,24274,24942,26425,25791,24029,22044,,5/21/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21896,21022,20498,20396,20848,21536,23104,25122,26087,26551,27211,27728,27714,27902,27877,27784,27620,27292,26945,27124,28532,27921,25614,23318,,5/22/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22449,21489,20867,20699,21132,21743,23050,24780,25883,26643,27357,27714,27708,27943,27898,27800,27571,27157,26655,26640,28083,27671,25413,23262,,5/23/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22472,21755,21208,21067,21495,22503,23499,25212,26194,27040,27929,28319,28299,28496,28512,28466,28338,27912,27473,27382,28545,28247,26118,23854,,5/24/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22523,22003,21398,21110,21518,22436,23292,25025,26230,27121,27872,28244,28448,28625,28464,28425,28284,27878,27513,27641,28748,28542,26256,23877,,5/25/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22010,21211,20823,20471,20445,20519,20295,21230,22204,22768,23573,23945,24176,24226,24296,24421,24603,24890,25055,25387,26733,26157,24255,22507,,5/26/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22444,21396,20728,20327,20324,20491,20383,21515,22518,23276,24084,24471,24507,24378,24257,24169,24088,24088,24066,24282,25605,25310,23870,22304,,5/27/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22601,21890,21316,21123,21455,22037,23415,25358,26575,27434,28162,28382,28226,28007,27666,27409,27236,26972,26599,26752,28230,27886,25675,23361,,5/28/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,21100,20260,19785,19686,20257,21063,22581,24639,25721,26624,27277,27489,27421,27523,27481,27254,26978,26644,26412,26737,28188,27584,25225,22977,,5/29/2011,1
0,00:00.0,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,22090,21485,20819,20620,20972,21491,22655,24562,25917,26959,27749,28082,28114,28270,28083,27969,27801,27393,26767,26506,27863,27598,25685,23557,,5/30/2011,1
